"","","","","","","","","(Intercept)","wind_kt","latitude_d","longitude_d","wind_kt_d"
"1",201,106.386820419968,250.171551142261,-4.5580132848368,-92.4720971116972,-64.5261964120397,3.30646836817866,38.9386200969716,0.219899452518278,-7.82400950496782,0.173837552847732,0.886395961709951
"2",202,4.82946079633018,56.7140512655723,0.105330477709155,35.342545582253,21.1809020279356,1.27562395022012,12.2494430047973,0.828189147899788,-2.31552167081383,3.21636350739061,0.309586233435304
"3",203,5.84385344176996,20.8579517590388,0.591108657280079,-2.62022318231304,0.179906223609611,1.13533498753187,3.15847173377308,0.926449386462562,-0.667824501526751,0.403932341144147,0.519087230811018
"4",204,3.96939421956776,10.4783027361755,0.936947677003492,-4.70501485799304,1.01840758474442,0.438879539555449,6.71584514798109,0.978190118297918,-3.90647511040153,0.400782071527822,0.36291862673974
"5",205,73.021491930074,-12.1180490922792,2.63852085296153,-2.81579524955116,-24.3106422512568,-9.50582335724658,34.8799708327391,0.472363728960086,0.749657142642019,-0.208928221224881,0.0562430500152516
"6",206,5.47696013871914,6.07566394128019,0.854385792637984,0.118060999439824,0.247169244631573,0.37040209105287,3.66397507772377,0.906740253220456,0.501331667431634,-0.206194273061651,0.338443353531231
"7",207,5.81923257123874,14.5355843123765,0.622020255069331,0.76960923770602,-0.417687341518068,0.234661685172543,4.33300185826519,0.88028128199427,0.86702296991202,-0.436524494811004,0.0402600641624361
"8",208,35.7359563615025,-171.999726095904,14.4469165836492,40.6611012918294,89.2229918556534,-5.88366385135089,46.6315332385913,0.340517921995895,-58.9175746091899,7.44907626717189,0.445444497078791
"9",209,51.8353243745443,130.30272108676,1.51169489206446,-111.790563162264,-67.613850125745,-3.9109782873738,29.4563153322501,0.808341008072475,-1.40882471238231,-7.54542774663997,-0.149731997337891
"10",210,17.0821122348535,6.63284003441123,0.707151027677846,26.7792302422397,-9.34314227295612,0.722364290731554,8.93028449043939,0.761970184623886,14.9902694837615,-5.82290038275572,0.734580498988285
"11",211,4.88919281685449,122.374561436026,-2.4378173026356,-11.5770735713575,15.2469258684106,4.24395596969441,41.9790738189641,-0.0298571254970853,2.0482598997272,-2.03283072296372,0.0046108184452746
"12",212,2.61686846137733,10.6669046984388,0.712511678495611,0.924426743941079,1.48758202078577,0.789442100484733,7.22926544711064,0.821429151823995,-0.118517816995847,0.687212044181484,0.701354321344603
"13",213,28.1811947442188,7.28886415625912,1.05262205003753,-103.076234807166,8.31998581438915,-0.721220048199763,11.7895464988087,0.878582426464207,-34.7995755967162,3.13683742978389,0.138531731507984
"14",214,12.4095634245405,0.11665279891038,0.95927179637532,-10.5219027436735,-1.32513471773414,-0.0210828149125076,-15.0694806885566,1.11638434870733,-12.9183725659832,-12.9136705795707,-0.213168432752466
"15",215,71.6004264662146,165.680859941556,-4.75208368894859,-95.7844875428257,165.255283064292,-7.81591010120062,19.2103000730174,0.707543791753443,0.410796446932797,-2.48444714222528,-0.13326857216771
"16",216,50.7070498468213,87.1400938940928,-0.921680622362378,-24.6223320992106,66.8785000876384,-0.751804957441438,15.9108572045015,0.944440340443325,-11.3172478927375,6.71340509948501,-0.364194061789043
"17",217,16.9886488292676,68.3643253896825,0.301465122393954,9.83818556095421,49.7271600493966,1.18511837805603,7.8899572984879,0.873727034151424,-28.6566835734117,-4.75136000651326,0.515922486474842
"18",218,26.0805186054491,54.8314806164216,0.125154143179121,26.5647317592305,1.64042772172251,1.10956909446471,34.8176096230863,0.568491224476212,5.18693273966109,-11.7417491464961,0.601805412454045
"19",219,2.76035095635705,14.2228845828643,0.958983244026833,-14.9521056644026,9.33741215287735,0.430597202245429,13.2835134749281,0.89067108735097,-9.84776384557161,6.06108110157226,0.48394021522861
"20",220,2.0800137574537,3.82841531999093,0.876296525499772,4.26650075741654,0.135874903467795,0.613762423357289,3.38890063540037,0.897628288585955,3.24992808984513,0.0378664652646842,0.629521352557619
"21",221,3.0532545191108,0.0367829040026204,0.96621861385046,2.44685975139043,-2.01840368959517,0.33102105432749,0.497062297712796,0.968699866734335,1.81170842911547,-1.68913899146383,0.352793634205068
"22",222,49.139620573542,-261.31654022563,10.2942847748677,23.1997607440284,-71.3268918954331,12.4859311161668,19.8504000108401,0.276625933245705,5.12726209856142,3.21479798146004,0.370288282673035
"23",223,13.6544061830391,134.716932816846,-2.54874173632172,-19.2714691327018,-11.6365197769331,1.9767812722496,9.21763167256993,0.697608581343992,-1.042137012416,-0.81256055293641,-0.0289478053266468
"24",224,15.3258840788466,56.3264089786916,-0.631930663999996,-19.8458889656285,13.0533771475769,1.00929867233235,4.46509965736568,0.814739023007102,1.64117490610748,0.637757312171198,0.196598013335274
"25",225,10.9267590402055,37.0920146414773,-0.11306471595177,1.95987909537783,1.70016910392631,0.698767174901962,5.6820486960974,0.804832902786158,1.77122301745985,-0.28808591310242,0.0987079579056555
