"","","intercept","wind_kt","latitude_d","longitude_d","wind_kt_d","(Intercept)","wind_kt","latitude_d","longitude_d","wind_kt_d","intercept","wind_kt","latitude_d","longitude_d","wind_kt_d"
"1",4.27119787245938,7.62161936503184,0.91898367373165,-0.76758903812267,-1.65683229207231,0.409471582841528,8.83316538346707,0.911819405919736,-1.39385469995238,-2.01273463079391,0.298314320540637,7.25246742814321,0.830926697276813,-0.0121636403582578,-0.642498171481054,0.414204301864618
"2",2.95439074153686,6.05780348524746,0.88571175086906,-0.924854536823738,0.184459676815183,0.632904462311924,5.74424757563023,0.902384166239265,-1.99971727883179,0.560540812965351,0.593394326147307,7.25246742814321,0.830926697276813,-0.0121636403582578,-0.642498171481054,0.414204301864618
"3",3.05196755881919,5.00925108895976,0.9320006504351,-0.0490585419265289,-0.423729802651247,0.338019701225881,-4.52041019882466,1.02543555900316,3.89016038264533,-1.78901219836427,0.0819022053153323,7.25246742814321,0.830926697276813,-0.0121636403582578,-0.642498171481054,0.414204301864618
"4",3.06507954385049,5.53060440789062,0.932559110307543,0.348105234370239,-0.58252232168992,0.569403494853896,2.86354255543836,0.957267598599802,0.906559854558348,-0.434007829096842,0.51782802170775,7.25246742814321,0.830926697276813,-0.0121636403582578,-0.642498171481054,0.414204301864618
"5",6.19338088071641,4.52651302294768,0.917195073375713,-0.143183065027474,0.525179241806477,0.639612117596964,0.113057293819696,0.957756947630358,2.70046523321386,0.956798927147351,0.554465981081884,7.25246742814321,0.830926697276813,-0.0121636403582578,-0.642498171481054,0.414204301864618
"6",4.58652546557089,6.23816495744069,0.950666382821811,-1.28578761547625,-1.58055772001634,0.323101973373837,3.43519403437798,1.00684014434569,-3.51180233259323,-1.78659024042593,-0.0142613902039326,7.25246742814321,0.830926697276813,-0.0121636403582578,-0.642498171481054,0.414204301864618
"7",3.71261239559567,6.32475911089153,0.928528347911231,-0.618565050219344,-0.309337358402299,0.485252839144033,3.94668511569174,0.983661347873704,-2.7600774575387,0.198967373618247,0.319282383103946,7.25246742814321,0.830926697276813,-0.0121636403582578,-0.642498171481054,0.414204301864618
"8",3.19863782841324,7.39034950241407,0.766368480963224,0.13748323651143,-0.856049313055693,0.746170094409301,3.1277533039645,0.80868470736313,7.45752045311534,-6.32473253618624,0.242920075519184,7.25246742814321,0.830926697276813,-0.0121636403582578,-0.642498171481054,0.414204301864618
"9",4.83766145268164,11.4737594605092,0.790419664761776,-0.600989649374669,-1.33373471871618,0.844384551024543,13.6979406516158,0.692238228183351,3.60511886944951,-21.6362897191012,0.685737105687136,7.25246742814321,0.830926697276813,-0.0121636403582578,-0.642498171481054,0.414204301864618
"10",4.37580484594467,8.40476816711856,0.897955385108356,0.303215494133609,-0.894003339828859,0.478168170245503,13.6479034980198,0.833047358663304,0.0297761595254298,-0.730692411347258,0.507620013754766,7.25246742814321,0.830926697276813,-0.0121636403582578,-0.642498171481054,0.414204301864618
