"","","intercept","wind_kt","latitude_d","longitude_d","wind_kt_d","(Intercept)","wind_kt","latitude_d","longitude_d","wind_kt_d","intercept","wind_kt","latitude_d","longitude_d","wind_kt_d"
"1",4.24615282201173,7.60126571842141,0.919136622267518,-0.788341720053164,-1.64379927980135,0.410732003163283,8.83316538346709,0.911819405919736,-1.39385469995238,-2.01273463079391,0.298314320540636,7.18407028108267,0.833262737814426,-0.0917999937800523,-0.612202463960251,0.417010322052904
"2",2.9743186549285,6.10878343269717,0.883153058998687,-0.809132840340435,0.147716934230178,0.637504337463136,5.74424757563024,0.902384166239265,-1.99971727883179,0.56054081296535,0.593394326147306,7.18407028108267,0.833262737814426,-0.0917999937800523,-0.612202463960251,0.417010322052904
"3",2.93357171185794,4.75700510008661,0.933905332522794,0.107969564241814,-0.463744122008766,0.332542474325028,-4.52041019882469,1.02543555900316,3.89016038264534,-1.78901219836428,0.0819022053153319,7.18407028108267,0.833262737814426,-0.0917999937800523,-0.612202463960251,0.417010322052904
"4",3.07171909215624,5.56042141626198,0.932226683382867,0.303393851942792,-0.578746406378125,0.571661365314143,2.86354255543828,0.957267598599803,0.906559854558346,-0.434007829096841,0.51782802170775,7.18407028108267,0.833262737814426,-0.0917999937800523,-0.612202463960251,0.417010322052904
"5",6.18689476895831,4.34653539720853,0.918245988245302,0.110717191837111,0.515659189589365,0.637530680674354,0.113057293819687,0.957756947630358,2.70046523321386,0.956798927147349,0.554465981081884,7.18407028108267,0.833262737814426,-0.0917999937800523,-0.612202463960251,0.417010322052904
"6",4.6293109610973,6.26878399660781,0.948844990907449,-1.12883423834428,-1.59468549944698,0.341804191107827,3.43519403437799,1.00684014434569,-3.51180233259323,-1.78659024042593,-0.0142613902039323,7.18407028108267,0.833262737814426,-0.0917999937800523,-0.612202463960251,0.417010322052904
"7",3.79043062262805,6.41584924748858,0.927392724436453,-0.568864989011363,-0.339655091321249,0.477820751413121,3.94668511569173,0.983661347873704,-2.76007745753869,0.198967373618246,0.319282383103947,7.18407028108267,0.833262737814426,-0.0917999937800523,-0.612202463960251,0.417010322052904
"8",3.25442512037652,7.4365484727732,0.766341855748427,-0.0215359850384946,-0.802383259537613,0.778185817089178,3.12775330396447,0.808684707363131,7.45752045311537,-6.32473253618625,0.242920075519182,7.18407028108267,0.833262737814426,-0.0917999937800523,-0.612202463960251,0.417010322052904
"9",4.63486409894654,10.9388819824571,0.796489492275777,-0.589680770079724,-1.26707113152897,0.840114146756284,13.6979406516159,0.69223822818335,3.60511886944954,-21.6362897191011,0.685737105687138,7.18407028108267,0.833262737814426,-0.0917999937800523,-0.612202463960251,0.417010322052904
"10",4.34609175122531,8.25572712892384,0.901873799058161,0.133717433137051,-0.831186394716478,0.48610268281347,13.6479034980197,0.833047358663305,0.0297761595254395,-0.730692411347259,0.507620013754766,7.18407028108267,0.833262737814426,-0.0917999937800523,-0.612202463960251,0.417010322052904
