"","","","","","","","","(Intercept)","wind_kt","latitude_d","longitude_d","wind_kt_d"
"1",1,3.45575813272412,5.76612748478539,0.955432802682932,-2.8457517639087,-1.22899288206403,0.188217244799172,5.60121588883012,0.95605238664879,-2.72840653369456,-1.20340551200784,0.206083259964187
"2",2,4.22822858907512,5.41723471382495,0.915717276389853,-2.03261532035087,0.348570776036867,0.644833497489236,4.82695766216515,0.922625891623043,-1.97009389144606,0.0504645214931862,0.647564116979137
"3",3,2.62734851224668,-3.85269578223872,1.01820452204497,3.79072591267374,-1.88754216722805,0.1011778797702,-2.91693672740897,1.00935856359504,3.22316101658242,-1.66267158157,0.152030272581865
"4",4,3.38575388741434,3.74246248027212,0.956291961815472,0.750143826365918,-0.554059905161589,0.556317615084962,3.40939469438789,0.960221699204178,0.682323678890729,-0.514120176688595,0.55499385992197
"5",5,17.1740388856863,12.3961664959344,0.800270778525116,6.3968327038255,19.087684445327,0.264657649718004,4.27521499395243,0.907717366984141,4.34287860144554,6.0489193224889,0.35991217907823
"6",6,2.54677997150994,1.53066721318092,1.03068555229004,-3.98690650798108,-1.98093847937333,-0.184062038402589,1.60715374803634,1.0291136949251,-3.95017773352353,-1.89481638475412,-0.150674932666105
"7",7,2.60204484820703,2.07496674135648,1.02385614715947,-4.07835754213311,0.425203843846764,0.218800786069186,2.24552794091007,1.01871506426037,-3.79493269370499,0.37164430667806,0.247223814583342
"8",8,95.3394004004732,194.700951229863,1.18538424781149,199.235433677117,145.696041887921,-21.9345280355629,3.85685831179996,0.841031438415167,6.97136089577956,-3.60007536606368,0.199208656330741
"9",9,NA,-258.614103451677,2.82842136207427,-224.79153099167,-132.716493778551,-0.757340271414003,8.99247479123121,0.790008784257137,3.04602882297034,-11.0892051145471,0.705842856739552
"10",10,6.14407716039421,7.53922889873027,0.868883300300352,2.62469839735074,-1.34987604444024,0.301054935946177,6.99213929693985,0.882170433839629,2.11742421962491,-1.24491290094395,0.299760766816569
"11",11,4.57755313907493,6.65186545927233,0.709724119274128,16.6813051772864,13.5828582888504,0.367927189665739,6.99260217187476,0.816729716176632,5.7646972483478,5.42222881015459,0.417407819918648
"12",12,8.81193577096347,27.793585251445,0.501702507607146,-10.0805663223848,7.2444544697582,0.834460850642367,11.8169790412859,0.796233561223451,-7.4497592622446,2.62082583028768,0.508835719814701
"13",13,1704.77062281333,-374.599234360483,29.4884852467509,118.821173090137,264.24332516662,-247.071138273165,70.0387237827033,-0.497049395983126,-24.6243422515382,12.2132772548732,0.200604016897653
"14",14,3.86582172567732,0.727561847715511,0.996579642656966,0.134238809235964,-1.51919564827295,0.541499855618764,0.78837501025099,0.99569359054814,0.163592787125019,-1.49091825393502,0.534669207404796
"15",15,85.8972653175191,-75.3981121425943,-4.70063661022579,183.996761698118,-151.425423072946,-11.3936522263554,11.1467779451395,0.369734509647207,8.8448966626705,-10.8532374248153,-0.216987898722245
"16",16,5.87042188032812,-7.48369209292301,0.959413372867419,-20.7695028840449,-12.219746457531,0.421670778923419,-0.369021800304721,0.925562935345497,-8.29417608370236,-6.08378029496547,0.468443313868965
"17",17,6.8216396251751,-1.81506498888258,0.971213770980242,-9.72053497109291,-1.72854702401827,0.820955178471272,-0.469704518781905,0.946008951497947,-10.7865318909538,-2.4756784394067,0.885657492785847
"18",18,1.28892870534779,5.15711163939297,0.987666546600644,-2.63469343759038,-0.257800600751442,0.0284189822087322,4.98073838904751,0.987425540550931,-2.52200302983538,-0.265036489748768,0.0580843033880214
"19",19,6.11235874337978,9.74858762680116,0.902832925078899,-0.82567843725771,-2.80690251493519,0.0559690009102219,9.47163025928986,0.906347351753204,-0.869665848731573,-2.73785706715611,0.0638869474178888
"20",20,NA,153.633209554675,6.87878228185525,384.595673062373,553.070635238695,-77.0217811842676,121.666666666671,-1.00000000000007,-50.0000000000011,33.3333333333348,-3.58449215744259e-14
"21",21,3.59709945134472,2.34289134833327,0.964873597824764,0.484634823660857,-0.314987605090939,0.589901960041715,2.2859901143071,0.965727249545855,0.494635359155493,-0.329716985661776,0.588692245751644
"22",22,7.61102041004022,-89.3591023206075,1.76109932251797,128.567716359141,-4.67841815395188,-3.25659275671065,-8.14440739959549,1.05210391130918,10.7538284019297,-5.75016375462308,0.367220347475116
"23",23,2.87991632808553,8.04070626868116,0.803822929653677,3.26769056414941,-0.122194049262167,0.202390764806229,2.70858754675536,0.90768637506189,0.868286849318483,0.0757423900228824,0.222173871512792
"24",24,2.72530569347179,1.43236160100508,0.954460661994374,-0.430359127555658,-0.872410169508588,0.337575709839399,1.4670406437353,0.958857786488585,-0.762311185537658,-0.776750534840629,0.331013591552807
"25",25,3.99912265817468,7.03817368202293,0.943107100571987,-2.08957323117249,-1.42425059167208,0.194852780680057,5.66608944047222,0.953877462494052,-1.68686649633822,-1.5298000605488,0.184143853765082
