"","V3","V4","V5","V6","V7","X.Intercept.","wind_kt","latitude_d","longitude_d","wind_kt_d"
"1",194.803293608837,-6.55399481465155,-19.7386608902013,-30.2498985738318,-1.39094490314875,5.74522435273845,0.355323648731411,7.78515171822339,-10.5220065284597,0.0680191962645152
"2",4.60777590929246,0.848776126757126,1.0812882426311,2.74655522512235,0.252347665933686,5.27234431599814,0.879341654511533,1.28024867487589,0.641451384749671,0.205497906307489
"3",-12.432495585091,1.2227455458366,1.80545921712995,-3.59324213878854,-0.622692882660603,1.37122745989337,0.904547355260277,3.94831803483515,-0.361230885588483,-0.251157960792321
"4",0.392659616973426,0.98009085437628,2.35281280215143,-0.381901776491258,0.147851790463709,0.524424123157939,0.980587020777562,1.9319091061792,-0.400474574566438,0.14690428604888
"5",9.57244212167735,0.873426329355201,10.0002656432528,2.11257613435795,0.424328805345705,8.93927226334929,0.826484309773043,11.4122678615597,-5.60766757237462,0.447237730254439
"6",4.60490599253545,0.905720900012533,6.64084902023691,0.172247100094376,-0.0936349146668959,4.54716341169751,0.905891482886326,6.14064320215468,0.157676316918603,-0.0733649623822453
"7",-321.442870371698,10.2363882749244,198.642940001538,-44.7218088733261,-22.6122799437917,0.925910502748312,0.780538708002235,2.82973574109091,-6.89772582525801,0.370780626892287
"8",-358.799835112641,8.1776506552461,454.039990235681,111.411761156504,-7.85021172257136,6.23230552908055,0.71453489801625,23.3429594477965,-10.0500344022985,0.131221533713211
"9",-76.3416845040975,5.24260498855109,17.0944240138693,96.2443831298346,-6.80594124511221,37.4141367066705,-0.562756997674951,33.4415609494849,-18.9389745583567,0.799765177828874
"10",0.772793898471682,0.965589280052285,2.60035876553903,-0.315822333781356,0.230001407708404,0.722949105410707,0.966847744990272,2.38304031402405,-0.265666889415467,0.232677893986692
"11",0.294435689537012,0.977989241036419,1.00159137290034,1.29011347214896,0.256800129849605,0.77969088661333,0.968951146666383,1.1290763326933,0.18709023244609,0.293363086629782
"12",12.1227650017766,0.895527537911401,-13.9273133177885,-1.22561561238065,-0.0988969800619481,6.58906222135375,0.943935871852921,-7.13530294293395,-0.855869100132141,0.120737202607827
