"","","","","","","","","(Intercept)","wind_kt","latitude_d","longitude_d","wind_kt_d"
"1",441,13.7195213726175,43.0430080001198,0.285515366066581,1.33148134671024,-2.7427252871556,0.735325893149222,23.2334499818689,0.587237577575679,1.04728346501101,-1.39470162786811,0.612277748179173
"2",442,3.85809137419078,12.6322235892599,0.624473725656501,1.40793896492295,1.14662055822074,0.184411151314074,-1.95435890863474,0.931443259718939,4.5862861816621,-0.0640758686696057,-0.132735402437086
"3",443,10.244860043225,9.77470095983331,0.807886320515769,2.90705252141722,-6.17331909967005,0.579239719171169,8.75774718071262,0.822596753058403,3.76482655827602,-5.36244974528509,0.565711676128328
"4",444,89.0301226253304,87.5869122028584,-3.65829547284748,110.716879197457,-13.8558231299185,10.7742264735621,25.8961424670563,0.200436701842705,3.9503442975565,-9.17920569764035,1.22955667110098
"5",445,41.7992230299828,-62.7346650999714,1.19602897795765,51.5661276780108,4.7801612854488,-1.09919410913264,-4.91209584563097,0.991748130816447,6.9016046628117,-1.03055236462006,-0.117281903106642
"6",446,5.13179617762714,12.9632676899696,0.762841959707355,4.46481540476567,-3.33143410603938,0.550846840325144,9.15542735022606,0.823348632441013,3.59623603347825,-2.35253312919131,0.530344140217892
"7",447,5.51041397471946,17.3671472437171,0.831454033565573,-0.499604088884788,-2.84758068358279,0.375969647052178,13.2209763706307,0.863061007943087,-0.897639177634397,-1.83507524699821,0.515432870513911
"8",448,7.13097750400199,40.7038614267842,-0.107811963963914,6.26157918573485,1.98865767922659,1.39897745644169,15.3700974589772,0.722586207656435,0.905858021807553,-0.791047749588961,-0.354647791269846
"9",449,5.55193543418362,0.439291735819833,0.974983330098313,0.646314322886111,-0.0698481657512757,0.520091602225712,0.547523831976451,0.974107398814462,0.658128082771179,-0.0977322349811799,0.521635345949599
"10",450,8.3658006355386,27.0714780206064,0.435786251471062,1.80619635441294,5.35247766483555,0.529869327755445,7.53306614930494,0.875271117598019,-0.91701164261237,0.916062371673671,0.429139672385851
"11",451,186.53699599018,196.413296747284,-5.66807822182319,34.0870775454882,-301.096419357335,40.1794723096723,17.1523389934513,0.628240588853489,-8.08551123443041,0.659284668240478,0.519357032654655
"12",452,4.02934216449259,-6.53977886035611,1.04364306587696,1.81696255042049,-4.07177873144633,0.18744289795312,-4.03465954536704,1.02128177309477,1.02495659898406,-3.30349759040332,0.239472733639222
"13",453,2.61699440739816,1.7800136464784,0.92603440148702,0.732676704204405,-3.32110409062479,0.802150560234732,0.0635583705698273,0.80055305777291,26.0039222900444,-6.03301393385969,0.550204507761306
"14",454,233.705073060033,13.8434814629611,-4.25452067349206,184.720447741458,96.0910310685222,-19.8049851858562,41.7384146095106,0.0702395862793486,-7.41788210577362,2.1059755161409,0.44438608541068
"15",455,4.26132164532417,0.388315369329098,0.984652257913119,-0.0299087292478477,0.345515247668732,0.514671706634563,0.391732468640945,0.985002986691461,-0.0915878373649049,0.367586484525567,0.507075650742016
"16",456,8.71202984549262,15.9234717967608,0.8444270974229,-3.45925754882076,-2.17633787675259,0.40314511717053,14.3171489529313,0.863087088992746,-3.49875272341587,-1.88080151052465,0.402910793320473
"17",457,42.338603578389,81.1006581573794,0.327217373011244,-16.251716861372,-2.03846102006531,0.170321921986632,19.5723114882601,0.82796224128015,-3.60337000473911,-1.61777324824196,0.405424655656445
"18",458,20.0860117641279,-252.424481464768,6.86918022143411,202.322211558414,29.5569361213191,-16.9909096707215,41.7771034021938,0.0492232306921339,-10.1982293000724,2.37763795311541,0.138315050949385
"19",459,17.6170213881944,36.0164401320552,0.402696670606828,3.89673847910503,0.427851000336084,0.733453362193842,20.577283155981,0.675104293388776,1.41733161108794,0.364376074637541,0.507150898764508
"20",460,5.94734028907383,15.5769596099826,0.758754080404571,-0.899278382514217,-0.329859645437157,0.810530526976952,12.2827327381102,0.802376153841976,-0.462762065216264,-0.520811683180695,0.769318227027311
"21",461,5966.42995089831,18.1440360878261,-204.809759101004,148.309095765503,-259.41479092883,-53.9853370455228,-2.60995073250006,0.970718172634652,4.81921871710642,2.45633245642331,-0.0596132205920917
"22",462,81.5465804241332,-140.026244949542,1.72575637155461,44.8314200447323,96.657175393612,-3.69197362779926,-8.36106380118342,0.996652412148505,3.46582269529002,9.50372662518882,0.243841411724061
"23",463,4.25797473380256,3.03518151421521,0.952497260666206,0.243747083721413,-0.53548533886277,0.607733461641809,3.03441232983527,0.952895794257649,0.219777055281744,-0.540865124619153,0.608106395924964
"24",464,7.3482731503525,69.7699206770599,-2.47027618548461,-4.11629794597815,-49.3610593069988,5.82623931434574,185.961538461545,-2.15384615384622,21.1538461538449,75.0000000000042,0.846153846153777
